time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-08-29 02:08:19.963 UTC, , , , , , , , , ,125,3159893,14040, , ,3, ,9, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , ,1, , , ,3159893,1377,1,744,744,1, ,2,4,1427,197613342520,57,57,57,57, , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1661738895756,,, , , , , , , , , ,3145728,1377,5,5,2,5, , , ,4,4,3,5, ,3,5, , , , , ,38,1, , , ,12288,3,1389,5, , , , ,3,313,11,334,230725160,3, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 02:08:20.611 UTC, , , , , , , , , ,125,3164453,18600, , ,4, ,15, , , , , , , , , ,4,4, , , , ,1,5, ,1, , , , , , , , , ,1, , , ,3164453,1377,1,744,744, , , , ,1427,197613342520,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1661738895756,,, , , , , , , , , ,3145728,2411,3,3,2,3, , , ,9,9,2,9, ,3,9, , , , , , , , , , ,4096,2,1011,9, , , , , , , , ,248423816,3, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, ,8,4,1, , , , , , , , , , 
2022-08-29 02:08:20.767 UTC, , , , , , , , , ,125,3160589,14736, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,23,12, , , , , , , , ,1, , , ,3160589,3777,2, ,2508, , , , , , ,-1,-1,-1,-1, , , , , ,1,48, , , , , , , , , , , , , , , , , , , , , , , , , , ,1661738900672,,, , , , , , , , , ,3145728,3777, , , , , , ,21, , ,2, , ,3, , ,21, ,2048,1, , , , , ,103085,32, , , , , , ,3,313,11,334,260662720,3, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-08-29 02:09:20.771 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,7681,1,0.00, , , , , , , ,41,8, , , ,22,7,12, ,5538,2, , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,197275397944,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,7,12,3,13, ,1320,4,215,181,3,215, ,3,184, ,4,1, , , , , , , ,10368,7,293839,178, , , ,4,1,115,2,48,400282360,2, , , , , , ,19636, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,228, ,3194, ,16844,3587,494,58, , , , , , , , , 
2022-08-29 02:10:20.555 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196707245880,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,620,620,310,620, , , , , , , , ,3,2, , ,1, , , , , , , , , , , , , , , , , , , ,404163976,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:11:20.783 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196707090232,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,405760760,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:12:20.792 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196705656632,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,2, , ,1, , , , , , , , , , , , , , , , , , , ,406735400,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:13:20.796 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196637638456,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,517,517,174,517, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,407001912,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:14:20.803 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196434923320,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,409756096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:15:20.809 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,196199173944,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,410256336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:16:28.906 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,195996688184,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,411128648,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:17:28.337 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,195932458808,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,20,20,5,20, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,412372104,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:18:28.359 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,195797794616,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,239,239,80,239, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,414235320,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:19:28.372 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,195763056440,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1000,1000,373,1119, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,415201800,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:20:28.371 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,195661487928,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,416827248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:21:28.371 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,194457534264,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,418174520,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:22:28.389 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,194197589816,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,420411208,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:23:28.393 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,193815469880,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,421959464, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:24:28.399 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,193445162808,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,12,12,5,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,421959464, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:25:28.405 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,193041375032,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,14,14,6,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,422684304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:26:28.410 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,193042255672,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,2,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,425015024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:27:28.416 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,192950964024,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,425724248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:28:28.420 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,192948031288,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,16,16,7,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,427152224, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:29:28.469 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,192880729912,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,42,42,15,42, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,427623264,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:30:28.656 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191538093880,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,428590200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:31:28.662 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,15, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191470227256,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,8,8,4,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,11527,136835560,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10, , , , , , , , , , 
2022-08-29 02:32:28.672 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,71, , , , , , , , , ,41,8, , , ,22,7,12, ,50, , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191514660664,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,293265048,1, , , , , , ,177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115,56,12, , , , , , , , , , 
2022-08-29 02:33:29.025 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191514840888,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,294256640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:34:29.031 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191514292024,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,296530008,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:35:29.036 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191378935608,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,5,5,2,5, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,296827936,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:36:29.133 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191178010424,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,3,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,299037584,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:37:29.154 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,191110115128,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,298,298,111,298, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,299803848,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:38:29.916 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190940725048,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,301308920,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:39:29.927 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190905466680,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,302935112,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:40:29.931 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190871846712,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,303999472,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:41:31.789 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190805372728,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,307534136,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:42:32.679 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190768987960,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,308311600,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
