time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-08-31 06:47:14.610 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196945682232,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,494115936, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:48:14.615 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196944535352,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,495923696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:49:14.620 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196943421240,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,495923696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:50:14.626 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196941193016,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,497458744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:51:14.631 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196944273208,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,59,105067864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:52:14.635 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196943191864,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,106678944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:53:14.640 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196942315320,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,3,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,108194600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:54:14.645 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196941201208,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,108194600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:55:14.650 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196944281400,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,108727960, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:56:14.655 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196943232824,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,110126240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:57:14.660 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196942049080,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,111120616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:58:14.665 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196945563448,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,111608752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 06:59:14.669 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196944449336,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,112142056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:00:14.674 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196943318840,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,113163648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:01:14.679 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196942061368,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,113163648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:02:14.684 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196945137464,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114309408, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:03:14.688 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196944023352,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,115330936, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:04:14.694 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196942909240,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,118865056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:05:14.699 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196941664056,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,119353192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:06:14.704 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196943761208,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,119886552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:07:14.709 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196942647096,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,121508336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:08:14.714 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196953210680,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123346000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:09:14.719 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196952174392,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,4,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,124403328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:10:14.724 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196955078456,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,126574720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:11:14.728 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196954029880,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,128087216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:12:14.733 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196952915768,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,129108656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:13:14.738 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196956061496,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,3,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,129108656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:14:14.742 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196954881848,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,6,6,3,6, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,130544560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:15:14.747 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196953571128,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,131572136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:16:14.752 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196952387384,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,2,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,132024488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:17:14.757 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196955074360,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,134119400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:18:14.762 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196953960248,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,134652704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:19:14.768 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196952846136,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,136303824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:20:14.773 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196951600952,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,136303824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:21:14.777 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196954681144,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,137925488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:22:14.782 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196952583992,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,2,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,138458792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-31 07:23:14.787 UTC, , , , , , , , , ,125,3301365,154840,672, ,34, ,12, , , , , , , , , ,34,7, , , ,25,14,20, , , , , , , , , , , ,1, , , ,3301365,419414,44, ,418994, , , , ,419693,196951338808,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,419693,1661927414390,,, , , , , , , , , ,3145728,419663,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,139853216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
